29/05/2010 18:15:05,262.0
30/05/2010 18:15:05,200.0
31/05/2010 18:15:05,207.0
01/06/2010 18:15:05,178.0
02/06/2010 18:15:05,182.0
03/06/2010 18:15:05,219.0
04/06/2010 18:15:05,200.0
05/06/2010 18:15:05,188.0
06/06/2010 18:15:05,201.0
07/06/2010 18:15:05,211.0
08/06/2010 18:15:05,222.0
09/06/2010 18:15:05,199.0
10/06/2010 18:15:05,224.0
11/06/2010 18:15:05,248.0
12/06/2010 18:15:05,226.0
13/06/2010 18:15:05,221.0
14/06/2010 18:15:05,246.0
15/06/2010 18:15:05,288.0
16/06/2010 18:15:05,196.0
17/06/2010 18:15:05,208.0
18/06/2010 18:15:05,184.0
19/06/2010 18:15:05,218.0
20/06/2010 18:15:05,216.0
21/06/2010 18:15:05,242.0
22/06/2010 18:15:05,235.0
23/06/2010 18:15:05,242.0
24/06/2010 18:15:05,247.0
25/06/2010 18:15:05,227.0
26/06/2010 18:15:05,205.0
27/06/2010 18:15:05,215.0
28/06/2010 18:15:05,236.0
29/06/2010 18:15:05,253.0
30/06/2010 18:15:05,283.0
01/07/2010 18:15:05,273.0
02/07/2010 18:15:05,239.0
03/07/2010 18:15:05,283.0
04/07/2010 18:15:05,245.0
05/07/2010 18:15:05,243.0
06/07/2010 18:15:05,224.0
07/07/2010 18:15:05,209.0
08/07/2010 18:15:05,240.0
09/07/2010 18:15:05,258.0
10/07/2010 18:15:05,238.0
11/07/2010 18:15:05,242.0
12/07/2010 18:15:05,1830.0
13/07/2010 18:15:05,1739.0
14/07/2010 18:15:05,5659.0
15/07/2010 18:15:05,1793.0
16/07/2010 18:15:05,1393.0
17/07/2010 18:15:05,462.0
18/07/2010 18:15:05,427.0
19/07/2010 18:15:05,487.0
20/07/2010 18:15:05,627.0
21/07/2010 18:15:05,465.0
22/07/2010 18:15:05,428.0
23/07/2010 18:15:05,392.0
24/07/2010 18:15:05,374.0
25/07/2010 18:15:05,2337.0
26/07/2010 18:15:05,468.0
27/07/2010 18:15:05,445.0
28/07/2010 18:15:05,342.0
29/07/2010 18:15:05,3455.0
30/07/2010 18:15:05,362.0
31/07/2010 18:15:05,295.0
01/08/2010 18:15:05,324.0
02/08/2010 18:15:05,413.0
03/08/2010 18:15:05,623.0
04/08/2010 18:15:05,375.0
05/08/2010 18:15:05,604.0
06/08/2010 18:15:05,368.0
07/08/2010 18:15:05,287.0
08/08/2010 18:15:05,323.0
09/08/2010 18:15:05,423.0
10/08/2010 18:15:05,402.0
11/08/2010 18:15:05,384.0
12/08/2010 18:15:05,407.0
13/08/2010 18:15:05,508.0
14/08/2010 18:15:05,424.0
15/08/2010 18:15:05,423.0
16/08/2010 18:15:05,318.0
17/08/2010 18:15:05,352.0
18/08/2010 18:15:05,377.0
19/08/2010 18:15:05,368.0
20/08/2010 18:15:05,398.0
21/08/2010 18:15:05,348.0
22/08/2010 18:15:05,350.0
23/08/2010 18:15:05,389.0
24/08/2010 18:15:05,337.0
25/08/2010 18:15:05,396.0
26/08/2010 18:15:05,374.0
27/08/2010 18:15:05,291.0
28/08/2010 18:15:05,348.0
29/08/2010 18:15:05,268.0
30/08/2010 18:15:05,288.0
31/08/2010 18:15:05,465.0
01/09/2010 18:15:05,408.0
02/09/2010 18:15:05,308.0
03/09/2010 18:15:05,314.0
04/09/2010 18:15:05,286.0
05/09/2010 18:15:05,303.0
06/09/2010 18:15:05,298.0
07/09/2010 18:15:05,271.0
08/09/2010 18:15:05,292.0
09/09/2010 18:15:05,343.0
10/09/2010 18:15:05,378.0
11/09/2010 18:15:05,296.0
12/09/2010 18:15:05,350.0
13/09/2010 18:15:05,436.0
14/09/2010 18:15:05,437.0
15/09/2010 18:15:05,450.0
16/09/2010 18:15:05,380.0
17/09/2010 18:15:05,379.0
18/09/2010 18:15:05,431.0
19/09/2010 18:15:05,339.0
20/09/2010 18:15:05,422.0
21/09/2010 18:15:05,636.0
22/09/2010 18:15:05,799.0
23/09/2010 18:15:05,698.0
24/09/2010 18:15:05,558.0
25/09/2010 18:15:05,451.0
26/09/2010 18:15:05,454.0
27/09/2010 18:15:05,639.0
28/09/2010 18:15:05,467.0
29/09/2010 18:15:05,998.0
30/09/2010 18:15:05,358.0
01/10/2010 18:15:05,563.0
02/10/2010 18:15:05,501.0
03/10/2010 18:15:05,401.0
04/10/2010 18:15:05,414.0
05/10/2010 18:15:05,353.0
06/10/2010 18:15:05,408.0
07/10/2010 18:15:05,370.0
08/10/2010 18:15:05,343.0
09/10/2010 18:15:05,382.0
10/10/2010 18:15:05,373.0
11/10/2010 18:15:05,348.0
12/10/2010 18:15:05,361.0
13/10/2010 18:15:05,350.0
14/10/2010 18:15:05,376.0
15/10/2010 18:15:05,333.0
16/10/2010 18:15:05,412.0
17/10/2010 18:15:05,485.0
18/10/2010 18:15:05,517.0
19/10/2010 18:15:05,964.0
20/10/2010 18:15:05,693.0
21/10/2010 18:15:05,602.0
22/10/2010 18:15:05,495.0
23/10/2010 18:15:05,623.0
24/10/2010 18:15:05,473.0
25/10/2010 18:15:05,479.0
26/10/2010 18:15:05,486.0
27/10/2010 18:15:05,569.0
28/10/2010 18:15:05,500.0
29/10/2010 18:15:05,466.0
30/10/2010 18:15:05,444.0
31/10/2010 18:15:05,311.0
01/11/2010 18:15:05,364.0
02/11/2010 18:15:05,283.0
03/11/2010 18:15:05,334.0
04/11/2010 18:15:05,339.0
05/11/2010 18:15:05,416.0
06/11/2010 18:15:05,389.0
07/11/2010 18:15:05,445.0
08/11/2010 18:15:05,498.0
09/11/2010 18:15:05,458.0
10/11/2010 18:15:05,372.0
11/11/2010 18:15:05,429.0
12/11/2010 18:15:05,296.0
13/11/2010 18:15:05,333.0
14/11/2010 18:15:05,399.0
15/11/2010 18:15:05,1855.0
16/11/2010 18:15:05,12087.0
17/11/2010 18:15:05,463.0
18/11/2010 18:15:05,434.0
19/11/2010 18:15:05,7731.0
20/11/2010 18:15:05,12322.0
21/11/2010 18:15:05,10378.0
22/11/2010 18:15:05,395.0
23/11/2010 18:15:05,338.0
24/11/2010 18:15:05,2749.0
25/11/2010 18:15:05,5883.0
26/11/2010 18:15:05,1542.0
27/11/2010 18:15:05,490.0
28/11/2010 18:15:05,457.0
29/11/2010 18:15:05,435.0
30/11/2010 18:15:05,455.0
01/12/2010 18:15:05,505.0
02/12/2010 18:15:05,472.0
03/12/2010 18:15:05,411.0
04/12/2010 18:15:05,402.0
05/12/2010 18:15:05,436.0
06/12/2010 18:15:05,447.0
07/12/2010 18:15:05,548.0
08/12/2010 18:15:05,537.0
09/12/2010 18:15:05,516.0
10/12/2010 18:15:05,382.0
11/12/2010 18:15:05,504.0
12/12/2010 18:15:05,564.0
13/12/2010 18:15:05,723.0
14/12/2010 18:15:05,683.0
15/12/2010 18:15:05,610.0
16/12/2010 18:15:05,523.0
17/12/2010 18:15:05,503.0
18/12/2010 18:15:05,466.0
19/12/2010 18:15:05,547.0
20/12/2010 18:15:05,934.0
21/12/2010 18:15:05,616.0
22/12/2010 18:15:05,634.0
23/12/2010 18:15:05,552.0
24/12/2010 18:15:05,578.0
25/12/2010 18:15:05,555.0
26/12/2010 18:15:05,650.0
27/12/2010 18:15:05,507.0
28/12/2010 18:15:05,584.0
29/12/2010 18:15:05,641.0
30/12/2010 18:15:05,542.0
31/12/2010 18:15:05,579.0
01/01/2011 18:15:05,594.0
02/01/2011 18:15:05,593.0
03/01/2011 18:15:05,853.0
04/01/2011 18:15:05,1242.0
05/01/2011 18:15:05,1192.0
06/01/2011 18:15:05,850.0
07/01/2011 18:15:05,880.0
08/01/2011 18:15:05,1392.0
09/01/2011 18:15:05,1193.0
10/01/2011 18:15:05,1358.0
11/01/2011 18:15:05,1262.0
12/01/2011 18:15:05,1233.0
13/01/2011 18:15:05,1271.0
14/01/2011 18:15:05,1285.0
15/01/2011 18:15:05,932.0
16/01/2011 18:15:05,1027.0
17/01/2011 18:15:05,816.0
18/01/2011 18:15:05,870.0
19/01/2011 18:15:05,967.0
20/01/2011 18:15:05,847.0
21/01/2011 18:15:05,1047.0
22/01/2011 18:15:05,1431.0
23/01/2011 18:15:05,1073.0
24/01/2011 18:15:05,1334.0
25/01/2011 18:15:05,965.0
26/01/2011 18:15:05,985.0
27/01/2011 18:15:05,900.0
28/01/2011 18:15:05,1036.0
29/01/2011 18:15:05,1290.0
30/01/2011 18:15:05,2203.0
31/01/2011 18:15:05,1815.0
01/02/2011 18:15:05,985.0
02/02/2011 18:15:05,1004.0
03/02/2011 18:15:05,777.0
04/02/2011 18:15:05,918.0
05/02/2011 18:15:05,887.0
06/02/2011 18:15:05,857.0
07/02/2011 18:15:05,911.0
08/02/2011 18:15:05,842.0
09/02/2011 18:15:05,1033.0
10/02/2011 18:15:05,1866.0
11/02/2011 18:15:05,2433.0
12/02/2011 18:15:05,1903.0
13/02/2011 18:15:05,1841.0
14/02/2011 18:15:05,1978.0
15/02/2011 18:15:05,2267.0
16/02/2011 18:15:05,2062.0
17/02/2011 18:15:05,2255.0
18/02/2011 18:15:05,2086.0
19/02/2011 18:15:05,1773.0
20/02/2011 18:15:05,1698.0
21/02/2011 18:15:05,1969.0
22/02/2011 18:15:05,2152.0
23/02/2011 18:15:05,2394.0
24/02/2011 18:15:05,1957.0
25/02/2011 18:15:05,2134.0
26/02/2011 18:15:05,1964.0
27/02/2011 18:15:05,2261.0
28/02/2011 18:15:05,1932.0
01/03/2011 18:15:05,1660.0
02/03/2011 18:15:05,2974.0
03/03/2011 18:15:05,3002.0
04/03/2011 18:15:05,2119.0
05/03/2011 18:15:05,1946.0
06/03/2011 18:15:05,1918.0
07/03/2011 18:15:05,2120.0
08/03/2011 18:15:05,2530.0
09/03/2011 18:15:05,1787.0
10/03/2011 18:15:05,1491.0
11/03/2011 18:15:05,2107.0
12/03/2011 18:15:05,2812.0
13/03/2011 18:15:05,2475.0
14/03/2011 18:15:05,2981.0
15/03/2011 18:15:05,2499.0
16/03/2011 18:15:05,3237.0
17/03/2011 18:15:05,3188.0
18/03/2011 18:15:05,2759.0
19/03/2011 18:15:05,3114.0
20/03/2011 18:15:05,2674.0
21/03/2011 18:15:05,7322.0
22/03/2011 18:15:05,2301.0
23/03/2011 18:15:05,4368.0
24/03/2011 18:15:05,2218.0
25/03/2011 18:15:05,2087.0
26/03/2011 18:15:05,2987.0
27/03/2011 18:15:05,2272.0
28/03/2011 18:15:05,3420.0
29/03/2011 18:15:05,2915.0
30/03/2011 18:15:05,1625.0
31/03/2011 18:15:05,2206.0
